axis_word	orbit_size	weight	rank	signature	case_0_a_mask	case_1_a_mask	case_2_a_mask	case_3_a_mask	case_4_a_mask	case_5_a_mask
0753ad	21	12	10	183	e12d1ed211ddee22e12d1ed211ddee22e1d2e1d211221122e1d2e1d211221122ee2211dde12d1ed2ee2211dde12d1ed2eeddeedde1d2e1d2eeddeedde1d2e1d24b874b87bb77bb774b874b87bb77bb774b78b487bb8844774b78b487bb884477448844884b874b87448844884b874b874477bb884b78b4874477bb884b78b487	012d1ed211ddee22012d1ed211ddee2201d201d21122002201d201d211220022002211dde12d1ed2002211dde12d1ed200dd00dde1d2e0d200dd00dde1d2e0d24b074b87bb00bb004b074b87bb00bb004b78b487bb8844004b78b487bb884400440044884b804b80440044884b804b804477bb884b78b4804477bb884b78b480	012d1ed211ddce22012d1ed211ddee2201d201d21122002201d201d211220022002211dde12d1ed2002211dde12d1ed200dd00dde1d2e0d200dd00dde1d2e0d24b074b87bb00bb004b074b87bb00bb004b78b487bb8844004b78b487bb884400440044884b804b80440044884b804b804477bb884b78b4804473bb884b78b480	e12d1e821188ce00e12d1e821188ee00e1d2e18211220000e1d2e18211220000ee221188e1281e80ee221188e1281e80eeddee88e1d2e080eeddee88e1d2e0804b874b87880088004b874b87880088004b788487888800004b788487888800004488448848804880448844884880488044778888487880804473888848788080	e12d1e821188ce00e12d1e821188ee00e1d2e18211220000e1d2e18211220000ee221188e1281e80ee221188e1281e80eeddee88e1d2e080eeddee88e1d2e0804b874b87880088004b874b87880088004b788487888800004b788487888800004488448848804880448844884880488044778888487880804473888848788080	012d1e821188ce00012d1e821188ee0001d201821122000001d201821122000000221188e1281e8000221188e1281e8000dd0088e1d2e08000dd0088e1d2e0804b074b87880088004b074b87880088004b788487888800004b788487888800004400448848804880440044884880488044778888487880804473888848788080
0063c9	21	8	9	194	0044004400040004004400440004000400bb0044000b000400bb0044000b00040040004000440044004000400044004400b0004000bb004400b0004000bb00442200dd0002000d002200dd0002000d00220022000200020022002200020002002000d0002200dd002000d0002200dd0020002000220022002000200022002200	0044004400040004004400440004000400bb0044000b000400bb0044000b00040040004000440044004000400044004400b0004000bb004400b0004000bb00442200dd0002000d002200dd0002000d00220022000200020022002200020002002000d0002200dd002000d0002200dd0020002000220022002000200022002200	0044004400040004004400440004000400bb0044000b000400bb0044000b00040040004000440044004000400044004400b0004000bb004400b0004000bb00442200dd0002000d002200dd0002000d00220022000200020022002200020002002000d0002200dd002000d0002200dd0020002000220022002000200022002200	0044004400040000004400440004000000bb00440000000000bb00440000000000400000004400000040000000440000000000000000000000000000000000002200dd0002000c002200dd0002000c00220022000000000022002200000000002000c0002200cc002000c0002200cc0000000000000000000000000000000000	0044004400040000004400440004000000bb00440000000000bb00440000000000400000004400000040000000440000000000000000000000000000000000002200dd0002000c002200dd0002000c00220022000000000022002200000000002000c0002200cc002000c0002200cc0000000000000000000000000000000000	0044004400040000004400440004000000bb00440000000000bb00440000000000400000004400000040000000440000000000000000000000000000000000002200dd0002000c002200dd0002000c00220022000000000022002200000000002000c0002200cc002000c0002200cc0000000000000000000000000000000000
02ccdf	21	12	9	197	0022002200020002002200220002000200dd0022000d000200dd0022000d00020020002000220022002000200022002200d0002000dd002200d0002000dd00224400bb0004000b004400bb0004000b00440044000400040044004400040004004000b0004400bb004000b0004400bb0040004000440044004000400044004400	0022002200020002002200220002000200dd0022000d000200dd0022000d00020020002000220022002000200022002200d0002000dd002200d0002000dd00224400bb0004000b004400bb0004000b00440044000400040044004400040004004000b0004400bb004000b0004400bb0040004000440044004000400044004400	0022002200020002002200220002000200dd0022000d000200dd0022000d00020020002000220022002000200022002200d0002000dd002200d0002000dd00224400bb0004000b004400bb0004000b00440044000400040044004400040004004000b0004400bb004000b0004400bb0040004000440044004000400044004400	0022002200020000002200220002000000dd00220008000000dd00220008000000200000002200000020000000220000008000000088000000800000008800004400bb00040008004400bb0004000800440044000000000044004400000000004000800044008800400080004400880000000000000000000000000000000000	0022002200020000002200220002000000dd00220008000000dd00220008000000200000002200000020000000220000008000000088000000800000008800004400bb00040008004400bb0004000800440044000000000044004400000000004000800044008800400080004400880000000000000000000000000000000000	0022002200020000002200220002000000dd00220008000000dd00220008000000200000002200000020000000220000008000000088000000800000008800004400bb00040008004400bb0004000800440044000000000044004400000000004000800044008800400080004400880000000000000000000000000000000000
027de9	21	12	10	19b	e1d2e1d211221122e1d2e1d211221122e12d1ed211ddee22e12d1ed211ddee22eeddeedde1d2e1d2eeddeedde1d2e1d2ee2211dde12d1ed2ee2211dde12d1ed24b78b487bb8844774b78b487bb8844774b874b87bb77bb774b874b87bb77bb774477bb884b78b4874477bb884b78b487448844884b874b87448844884b874b87	01d201d21122112201d201d211221122012d1ed211ddaa22012d1ed211ddaa2200dd00dde1d2e1d200dd00dde1d2e1d2002211dde12d1ad2002211dde12d1ad24b58b487bb8844004b58b487bb8844004b874b87bb00bb004b874b87bb00bb004455bb884b78b4804455bb884b78b480448844884b804b80448844884b804b80	01d201d21122112201d201d211221122012d1ed211ddaa22012d1ed211ddaa2200dd00dde1d2e1d200dd00dde1d2e1d2002211dde12d1ad2002211dde12d1ad24b58b487bb8844004b58b487bb8844004b874b87bb00bb004b874b87bb00bb004455bb884b78b4804455bb884b78b480448844884b804b80448844884b804b80	e1d2e18211221100e1d2e18211221100e12d1e821188aa00e12d1e821188aa00eeddee88e1d2e180eeddee88e1d2e180ee221188e1281a80ee221188e1281a804b78b487bb8800004b78b487bb8800000b870b87000000000b870b87000000004477bb884b78b0804477bb884b78b08000880088008000800088008800800080	e1d2e18211221100e1d2e18211221100e12d1e821188aa00e12d1e821188aa00eeddee88e1d2e180eeddee88e1d2e180ee221188e1281a80ee221188e1281a804b78b487bb8800004b78b487bb8800000b870b87000000000b870b87000000004477bb884b78b0804477bb884b78b08000880088008000800088008800800080	01d201821122110001d2018211221100012d1e821188aa00012d1e821188aa0000dd0088e1d2e18000dd0088e1d2e18000221188e1281a8000221188e1281a804b58b487bb8800004b58b487bb8800000b870b87000000000b870b87000000004455bb884b78b0804455bb884b78b08000880088008000800088008800800080
0111cd	21	8	9	1a1	001000e0001100ee001000e0001100ee00e000e000ee00ee00e000e000ee00ee001100ee0001000e001100ee0001000e00ee00ee000e000e00ee00ee000e000e70007000770077007000700077007700700080007700880070008000770088007700770007000700770077000700070077008800070008007700880007000800	001000e0001100ee001000e0001100ee00e000e000ee00ee00e000e000ee00ee001100ee0001000e001100ee0001000e00ee00ee000e000e00ee00ee000e000e70007000770077007000700077007700700080007700880070008000770088007700770007000700770077000700070077008800070008007700880007000800	001000e0001100ee001000e0001100ee00e000e000ee00ee00e000e000ee00ee001100ee0001000e001100ee0001000e00ee00ee000e000e00ee00ee000e000e70007000770077007000700077007700700080007700880070008000770088007700770007000700770077000700070077008800070008007700880007000800	001000e000000000001000e00000000000e000e000ee000000e000e000ee0000001000e000000000001000e00000000000ee00e0000e000000ee00e0000e000070007000440044007000700044004400700080004400000070008000440000007400740004000400740074000400040074008000040000007400800004000000	001000e000000000001000e00000000000e000e000ee000000e000e000ee0000001000e000000000001000e00000000000ee00e0000e000000ee00e0000e000070007000440044007000700044004400700080004400000070008000440000007400740004000400740074000400040074008000040000007400800004000000	001000e000000000001000e00000000000e000e000ee000000e000e000ee0000001000e000000000001000e00000000000ee00e0000e000000ee00e0000e000070007000440044007000700044004400700080004400000070008000440000007400740004000400740074000400040074008000040000007400800004000000
000d5d	21	8	10	1a7	ee2211dde12d1ed2ee2211dde12d1ed2eeddeedde1d2e1d2eeddeedde1d2e1d2e12d1ed211ddee22e12d1ed211ddee22e1d2e1d211221122e1d2e1d211221122448844884b874b87448844884b874b874477bb884b78b4874477bb884b78b4874b874b87bb77bb774b874b87bb77bb774b78b487bb8844774b78b487bb884477	002211dd012d1ed2002211dd012d1ed200dd00dd01d200d200dd00dd01d200d2012d1ed211ddee22012d1ed211ddee2201d200d21122002201d200d211220022440044884b004b80440044884b004b804477bb884b78b4804477bb884b78b4804b004b80bb00bb004b004b80bb00bb004b78b480bb8844004b78b480bb884400	002211dd012d1ed2002211dd012d1ed200dd00dd01d200d200dd00dd01d200d2012d1ed211ddee22012d1ed211ddee2201d200d21122002201d200d211220022440044884b004b80440044884b004b804477bb884b78b4804477bb884b78b4804b004b80bb00bb004b004b80bb00bb004b78b480bb8844004b78b480bb884400	ee2211d8e1281e80ee2211d8e1281e80eeddeed8e1d2e080eeddeed8e1d2e080e1281e801188ee00e1281e801188ee00e1d2e08011220000e1d2e08011220000448844884880488044884488488048804477b888487880804477b888487880804880488088008800488048808800880048788080888800004878808088880000	ee2211d8e1281e80ee2211d8e1281e80eeddeed8e1d2e080eeddeed8e1d2e080e1281e801188ee00e1281e801188ee00e1d2e08011220000e1d2e08011220000448844884880488044884488488048804477b888487880804477b888487880804880488088008800488048808800880048788080888800004878808088880000	002211d801281e80002211d801281e8000dd00d801d2008000dd00d801d2008001281e801188ee0001281e801188ee0001d200801122000001d2008011220000440044884800488044004488480048804477b888487880804477b888487880804800488088008800480048808800880048788080888800004878808088880000
052fd5	21	12	10	1a7	ee2211dde12d1ed2ee2211dde12d1ed2eeddeedde1d2e1d2eeddeedde1d2e1d2e12d1ed211ddee22e12d1ed211ddee22e1d2e1d211221122e1d2e1d211221122448844884b874b87448844884b874b874477bb884b78b4874477bb884b78b4874b874b87bb77bb774b874b87bb77bb774b78b487bb8844774b78b487bb884477	002211dd012d1ed2002211dd012d1ed200dd00dd01d200d200dd00dd01d200d2012d1ed211ddee22012d1ed211ddee2201d200d21122002201d200d211220022440044884b004b80440044884b004b804477bb884b78b4804477bb884b78b4804b004b80bb00bb004b004b80bb00bb004b78b480bb8844004b78b480bb884400	002211dd012d1ed2002211dd012d1ed200dd00dd01d200d200dd00dd01d200d2012d1ed211ddee22012d1ed211ddee2201d200d21122002201d200d211220022440044884b004b80440044884b004b804477bb884b78b4804477bb884b78b4804b004b80bb00bb004b004b80bb00bb004b78b480bb8844004b78b480bb884400	ee2211d8e1281e80ee2211d8e1281e80eeddeed8e1d2e080eeddeed8e1d2e080e1281e801188ee00e1281e801188ee00e1d2e08011220000e1d2e08011220000448844884880488044884488488048804477b888487880804477b888487880804880488088008800488048808800880048788080888800004878808088880000	ee2211d8e1281e80ee2211d8e1281e80eeddeed8e1d2e080eeddeed8e1d2e080e1281e801188ee00e1281e801188ee00e1d2e08011220000e1d2e08011220000448844884880488044884488488048804477b888487880804477b888487880804880488088008800488048808800880048788080888800004878808088880000	002211d801281e80002211d801281e8000dd00d801d2008000dd00d801d2008001281e801188ee0001281e801188ee0001d200801122000001d2008011220000440044884800488044004488480048804477b888487880804477b888487880804800488088008800480048808800880048788080888800004878808088880000
01d7cb	21	12	9	1ab	00d0002000dd002200d0002000dd00220020002000220022002000200022002200dd0022000d000200dd0022000d000200220022000200020022002200020002400040004400440040004000440044004000b0004400bb004000b0004400bb00440044000400040044004400040004004400bb0004000b004400bb0004000b00	00d0002000dd002200d0002000dd00220020002000220022002000200022002200dd0022000d000200dd0022000d000200220022000200020022002200020002400040004400440040004000440044004000b0004400bb004000b0004400bb00440044000400040044004400040004004400bb0004000b004400bb0004000b00	00d0002000dd002200d0002000dd00220020002000220022002000200022002200dd0022000d000200dd0022000d000200220022000200020022002200020002400040004400440040004000440044004000b0004400bb004000b0004400bb00440044000400040044004400040004004400bb0004000b004400bb0004000b00	00d000200088000000d00020008800000020002000220000002000200022000000d800200008000000d800200008000000220020000200000022002000020000400040000000000040004000000000004000b000000000004000b00000000000400040000000000040004000000000004000b000000000004000b00000000000	00d000200088000000d00020008800000020002000220000002000200022000000d800200008000000d800200008000000220020000200000022002000020000400040000000000040004000000000004000b000000000004000b00000000000400040000000000040004000000000004000b000000000004000b00000000000	00d000200088000000d00020008800000020002000220000002000200022000000d800200008000000d800200008000000220020000200000022002000020000400040000000000040004000000000004000b000000000004000b00000000000400040000000000040004000000000004000b000000000004000b00000000000
0366d7	21	12	10	1ae	bb884477b4874b78bb884477b4874b78bb77bb77b478b478bb77bb77b478b478b4874b784477bb88b4874b784477bb88b478b47844884488b478b47844884488112211221e2d1e2d112211221e2d1e2d11ddee221ed2e12d11ddee221ed2e12d1e2d1e2deeddeedd1e2d1e2deeddeedd1ed2e12dee2211dd1ed2e12dee2211dd	1188447714874b781188447714874b781177117714781078117711771478107814874b784477bb8814874b784477bb8814781078448800881478107844880088110011221e081e28110011221e081e2811ddee221ed2e12811ddee221ed2e1281e081e28ee88ee881e081e28ee88ee881ed2e128ee2211881ed2e128ee221188	1188447714874b781188447714874b781177117714781078117711771478107814874b784477bb8814870b784477bb8814781078448800881478107844880088110011221e081e28110011221e081e2811ddee221ed0e12811ddee221ed2e1281e081e28ee88ee881e081e28ee88ee881ed2e128ee2211881ed2e128ee221188	bb884470b4804b00bb884470b4804b00bb77bb70b478b000bb77bb70b478b000b4804b004400bb00b4800b004400bb00b478b00044880000b478b00044880000112211221a081a28112211221a281a2811ddea221ad0a02811ddea221ad2a0281a281a28aa88aa881a281a28aa88aa881ad2a028aa2200881ad2a028aa220088	bb884470b4804b00bb884470b4804b00bb77bb70b478b000bb77bb70b478b000b4804b004400bb00b4800b004400bb00b478b00044880000b478b00044880000112211221a081a28112211221a281a2811ddea221ad0a02811ddea221ad2a0281a281a28aa88aa881a281a28aa88aa881ad2a028aa2200881ad2a028aa220088	1188447014804b001188447014804b001177117014781000117711701478100014804b004400bb0014800b004400bb0014781000448800001478100044880000110011221a081a28110011221a081a2811ddea221ad0a02811ddea221ad2a0281a081a28aa88aa881a081a28aa88aa881ad2a028aa2200881ad2a028aa220088
069d37	21	12	10	1ae	bb884477b4874b78bb884477b4874b78bb77bb77b478b478bb77bb77b478b478b4874b784477bb88b4874b784477bb88b478b47844884488b478b47844884488112211221e2d1e2d112211221e2d1e2d11ddee221ed2e12d11ddee221ed2e12d1e2d1e2deeddeedd1e2d1e2deeddeedd1ed2e12dee2211dd1ed2e12dee2211dd	1188447714874b781188447714874b781177117714781078117711771478107814874b784477bb8814874b784477bb8814781078448800881478107844880088110011221e081e28110011221e081e2811ddee221ed2e12811ddee221ed2e1281e081e28ee88ee881e081e28ee88ee881ed2e128ee2211881ed2e128ee221188	1188447714874b781188447714874b781177117714781078117711771478107814874b784477bb8814870b784477bb8814781078448800881478107844880088110011221e081e28110011221e081e2811ddee221ed0e12811ddee221ed2e1281e081e28ee88ee881e081e28ee88ee881ed2e128ee2211881ed2e128ee221188	bb884470b4804b00bb884470b4804b00bb77bb70b478b000bb77bb70b478b000b4804b004400bb00b4800b004400bb00b478b00044880000b478b00044880000112211221a081a28112211221a281a2811ddea221ad0a02811ddea221ad2a0281a281a28aa88aa881a281a28aa88aa881ad2a028aa2200881ad2a028aa220088	bb884470b4804b00bb884470b4804b00bb77bb70b478b000bb77bb70b478b000b4804b004400bb00b4800b004400bb00b478b00044880000b478b00044880000112211221a081a28112211221a281a2811ddea221ad0a02811ddea221ad2a0281a281a28aa88aa881a281a28aa88aa881ad2a028aa2200881ad2a028aa220088	1188447014804b001188447014804b001177117014781000117711701478100014804b004400bb0014800b004400bb0014781000448800001478100044880000110011221a081a28110011221a081a2811ddea221ad0a02811ddea221ad2a0281a081a28aa88aa881a081a28aa88aa881ad2a028aa2200881ad2a028aa220088
01eae7	21	12	9	1b3	0020002000220022002000200022002200d0002000dd002200d0002000dd00220022002200020002002200220002000200dd0022000d000200dd0022000d00024000b0004400bb004000b0004400bb00400040004400440040004000440044004400bb0004000b004400bb0004000b0044004400040004004400440004000400	0020002000220022002000200022002200d0002000dd002200d0002000dd00220022002200020002002200220002000200dd0022000d000200dd0022000d00024000b0004400bb004000b0004400bb00400040004400440040004000440044004400bb0004000b004400bb0004000b0044004400040004004400440004000400	0020002000220022002000200022002200d0002000dd002200d0002000dd00220022002200020002002200220002000200dd0022000d000200dd0022000d00024000b0004400bb004000b0004400bb00400040004400440040004000440044004400bb0004000b004400bb0004000b0044004400040004004400440004000400	0020002000220000002000200022000000d000200088000000d00020008800000022002000020000002200200002000000d800200008000000d80020000800004000b000440088004000b00044008800400040000000000040004000000000004400b800040008004400b8000400080040004000000000004000400000000000	0020002000220000002000200022000000d000200088000000d00020008800000022002000020000002200200002000000d800200008000000d80020000800004000b000440088004000b00044008800400040000000000040004000000000004400b800040008004400b8000400080040004000000000004000400000000000	0020002000220000002000200022000000d000200088000000d00020008800000022002000020000002200200002000000d800200008000000d80020000800004000b000440088004000b00044008800400040000000000040004000000000004400b800040008004400b8000400080040004000000000004000400000000000
00199d	21	8	10	1bc	88bb88bb87b487b488bb88bb87b487b4884477bb874b78b4884477bb874b78b487b487b47744774487b487b477447744874b78b477bb8844874b78b477bb88442211ddee2d1ed2e12211ddee2d1ed2e122ee22ee2de12de122ee22ee2de12de12d1ed2e1ddee22112d1ed2e1ddee22112de12de1dd11dd112de12de1dd11dd11	00bb00bb07b407b400bb00bb07b407b4004477bb074b70b4004477bb074b70b407b407b47744774407b407b477447744074b70b477bb0044074b70b477bb00442200ddee2d0ed2e02200ddee2d0ed2e022ee22ee2de02de022ee22ee2de02de02d0ed2e0ddee22002d0ed2e0ddee22002de02de0dd00dd002de02de0dd00dd00	00bb00bb07b407b400bb00bb07b407b4004477bb074b70b4004477bb074b70b407b407b47744774407b407b477447744074b70b477bb0044074b70b477bb00442200ddee2d0ed2e02200ddee2d0ed2e022ee22ee2de02de022ee22ee2de02de02d0ed2e0ddee22002d0ed2e0ddee22002de02de0dd00dd002de02de0dd00dd00	88bb88b087b4870088bb88b087b48700884477b087407000884477b08740700087b487007744770087b4870077447700874070007700000087407000770000002211ddee2d1ed2e02211ddee2d1ed2e022ee22ee20e020e022ee22ee20e020e02d1ed2e0ddee22002d1ed2e0ddee220020e020e00000000020e020e000000000	88bb88b087b4870088bb88b087b48700884477b087407000884477b08740700087b487007744770087b4870077447700874070007700000087407000770000002211ddee2d1ed2e02211ddee2d1ed2e022ee22ee20e020e022ee22ee20e020e02d1ed2e0ddee22002d1ed2e0ddee220020e020e00000000020e020e000000000	00bb00b007b4070000bb00b007b40700004477b007407000004477b00740700007b407007744770007b4070077447700074070007700000007407000770000002200ddee2d0ed2e02200ddee2d0ed2e022ee22ee20e020e022ee22ee20e020e02d0ed2e0ddee22002d0ed2e0ddee220020e020e00000000020e020e000000000
02afe5	21	12	10	1c2	b4784b874488bb774b87b478bb774488b487b487447744774b784b78bb88bb88bb774488b4784b874488bb774b87b478bb88bb88b487b487447744774b784b781ed21ed2ee22ee22e12de12d11dd11dd1e2de1d2eedd1122e1d21e2d1122eedd11dd11dd1ed21ed2ee22ee22e12de12d1122eedd1e2de1d2eedd1122e1d21e2d	14784b874488bb774b87b478bb77448814871487447744774b784b78bb88888811774488b4784b874488bb774b87b47811881188b487b487447744774b7848781e121ed2ee22ee22e12de12d118811881e2de1d2eedd1122e1d21e2d1122ee88111111dd1ed21ed2ee22ee22e128e1281122eedd1e2de1d2eedd1122e1d21e28	14784b874488bb774b87b478bb77448814871487447744774b784b78bb88888811774488b4784b874488bb774b87b47811881188b487b487447744774b7848781e121ed2ee22ee22e12de12d118811881e2de1d2eedd1122e1d21e2d1122ee88111111dd1ed21ed2ee22ee22e128e1281122eedd1e2de1d2eedd1122e1d21e28	b4784b874488bb004b87b408bb004400b487b487447744004b784b08bb888800bb774488b4784b804488bb004b80b400bb88bb88b487b480447744004b7848001ed21ed2ee22ee22e12de12d008800881e2de1d2eedd0022e1d20e2d0022888811dd11dd1ed21ed2ee22ee22e028e0281122eedd1e2de0d2eedd0022e0d20828	b4784b874488bb004b87b408bb004400b487b487447744004b784b08bb888800bb774488b4784b804488bb004b80b400bb88bb88b487b480447744004b7848001ed21ed2ee22ee22e12de12d008800881e2de1d2eedd0022e1d20e2d0022888811dd11dd1ed21ed2ee22ee22e028e0281122eedd1e2de0d2eedd0022e0d20828	14784b874488bb004b87b408bb00440014871487447744004b784b08bb88880011774488b4784b804488bb004b80b40011881188b487b480447744004b7848001e121ed2ee22ee22e12de12d008800881e2de1d2eedd0022e1d20e2d00228888111111dd1ed21ed2ee22ee22e028e0281122eedd1e2de0d2eedd0022e0d20828
